标识,文件大小,总数,独一无二数,分散度,读数,写数,写占比,平均读带宽,平均写带宽,读空间范围,小读空间范围,读空间大小,小读空间大小,写空间范围,写空间大小,Pea_RB_WB(h),Pea_RB_R,Pea_WB_W,R_4/16/64/256/1024/max%,W_4/16/64/256/1024/max%,R_RAR_s,R_RAR_b,,随机率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_542,99MB,2620512,137402,5.24%,60,2620452,100.00%,0.0KB/s,8.18KB/s,4.03~20.16GB,4.03~20.16GB,0.001GB,0.0GB,0.0~26.21GB,0.645GB,None,None,-0.750421,68.3/21.7/5.0/5.0/0.0/0.0%,72.4/18.9/6.8/1.9/0.1/0.0%,0,0,,0.352366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_543,18MB,493958,44700,9.05%,0,493958,100.00%,0.0KB/s,1.13KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~20.23GB,0.199GB,None,None,-0.852336,0.0/0.0/0.0/0.0/0.0/0.0%,87.0/9.4/3.4/0.2/0.1/0.0%,0,0,,0.509402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_544,91MB,2409764,161076,6.68%,176660,2233104,92.67%,1.46KB/s,5.87KB/s,0.04~38.03GB,0.04~38.03GB,0.06GB,0.019GB,0.0~20.0GB,0.62GB,0.601044,-0.011746,-0.537519,41.8/29.3/18.4/10.6/0.0/0.0%,78.6/12.9/8.4/0.0/0.0/0.0%,0.978,0,,0.220476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_545,43MB,1152766,76461,6.63%,5,1152761,100.00%,0.0KB/s,2.83KB/s,16.14~16.15GB,16.14~16.15GB,0.0GB,0.0GB,0.0~20.23GB,0.318GB,None,None,-0.155173,100.0/0.0/0.0/0.0/0.0/0.0%,73.8/19.4/6.7/0.1/0.0/0.0%,0,0,,0.261446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_546,38MB,1024779,123043,12.01%,2522,1022257,99.75%,0.01KB/s,3.15KB/s,0.04~26.0GB,0.04~26.0GB,0.032GB,0.012GB,0.0~30.0GB,2.192GB,0.482219,None,-0.910779,62.2/24.9/8.0/4.8/0.0/0.0%,80.6/12.9/5.5/0.7/0.3/0.0%,0.006,0,,0.407777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_547,258MB,6774292,353387,5.22%,10,6774282,100.00%,0.0KB/s,24.54KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~38.25GB,3.904GB,None,None,-0.672327,0.0/0.0/0.0/100.0/0.0/0.0%,61.0/29.6/8.0/1.3/0.0/0.0%,0,0,,0.468462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_548,89MB,2371474,94183,3.97%,28,2371446,100.00%,0.0KB/s,7.77KB/s,4.13~24.21GB,4.13~24.21GB,0.0GB,0.0GB,0.0~40.24GB,0.441GB,None,None,-0.884102,60.7/28.6/10.7/0.0/0.0/0.0%,73.9/14.7/10.0/1.3/0.0/0.0%,0,0,,0.288533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_549,42MB,1116823,50166,4.49%,2,1116821,100.00%,0.0KB/s,3.4KB/s,0.0~6.14GB,0.0~6.14GB,0.0GB,0.0GB,0.0~30.0GB,0.214GB,None,None,-0.395108,100.0/0.0/0.0/0.0/0.0/0.0%,81.1/11.0/6.2/1.7/0.1/0.0%,0,0,,0.274071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_550,67MB,1797152,135390,7.53%,587963,1209189,67.28%,6.56KB/s,3.53KB/s,0.0~18.24GB,0.0~18.24GB,1.681GB,0.113GB,0.0~18.24GB,1.654GB,0.78316,0.725369,-0.290863,55.0/23.8/12.7/5.5/3.1/0.0%,70.3/22.1/7.0/0.5/0.1/0.0%,0.958,0.799,,0.243032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_551,24MB,657090,55730,8.48%,26,657064,100.00%,0.0KB/s,1.65KB/s,0.0~20.03GB,0.0~20.03GB,0.0GB,0.0GB,0.0~20.27GB,0.244GB,None,None,-0.688747,100.0/0.0/0.0/0.0/0.0/0.0%,82.2/14.1/3.2/0.3/0.1/0.0%,0,0,,0.479627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_552,18MB,490592,46173,9.41%,0,490592,100.00%,0.0KB/s,1.12KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~20.22GB,0.208GB,None,None,-0.713322,0.0/0.0/0.0/0.0/0.0/0.0%,87.2/8.5/4.1/0.1/0.1/0.0%,0,0,,0.527012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_553,17MB,466873,44365,9.50%,0,466873,100.00%,0.0KB/s,1.08KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~18.51GB,0.203GB,None,None,-0.870435,0.0/0.0/0.0/0.0/0.0/0.0%,85.9/10.8/3.0/0.2/0.1/0.0%,0,0,,0.518576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_554,62MB,1672694,134817,8.06%,510302,1162392,69.49%,5.37KB/s,3.41KB/s,0.0~18.24GB,0.0~18.24GB,1.69GB,0.116GB,0.0~18.24GB,1.806GB,0.741059,0.693742,-0.314963,56.3/23.8/12.2/4.8/2.9/0.0%,70.4/22.1/6.8/0.5/0.1/0.0%,0.951,0.759,,0.244562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_555,154MB,4061267,1157179,28.49%,18422,4042845,99.55%,0.17KB/s,16.74KB/s,0.0~38.03GB,0.0~38.03GB,0.071GB,0.023GB,0.0~24.4GB,13.124GB,0.120795,None,-0.835134,37.6/26.9/23.9/11.6/0.0/0.0%,69.4/14.0/16.2/0.4/0.0/0.0%,0.712,0,,0.314697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_556,855MB,22407834,1673474,7.47%,17614,22390220,99.92%,0.21KB/s,52.69KB/s,0.01~40.3GB,0.01~40.3GB,0.269GB,0.039GB,0.0~40.25GB,7.869GB,0.210484,None,-0.65801,53.4/21.8/15.0/6.7/3.1/0.0%,87.3/9.0/2.9/0.8/0.0/0.0%,0.488,0.393,,0.507031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_557,12MB,328008,48994,14.94%,25134,302874,92.34%,0.27KB/s,0.73KB/s,0.0~40.0GB,0.0~40.0GB,0.388GB,0.065GB,0.0~32.14GB,0.301GB,0.39446,0.955983,-0.353339,42.3/29.0/17.8/9.2/1.8/0.0%,86.9/9.8/2.8/0.2/0.2/0.0%,0.46,0.107,,0.406771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_558,258MB,6917907,341141,4.93%,158876,6759031,97.70%,1.57KB/s,20.08KB/s,0.04~28.03GB,0.04~28.03GB,0.55GB,0.067GB,0.0~24.28GB,1.525GB,0.478874,0.403701,-0.977686,50.2/21.5/13.4/14.9/0.0/0.0%,85.0/7.1/7.0/0.9/0.1/0.0%,0.904,0,,0.286116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_559,30MB,815611,111620,13.69%,22847,792764,97.20%,0.15KB/s,2.8KB/s,0.0~30.16GB,0.0~30.16GB,0.364GB,0.106GB,0.0~30.33GB,2.571GB,0.997312,0.976807,-0.171406,70.6/19.6/5.9/2.3/1.7/0.0%,81.3/14.0/3.4/0.7/0.7/0.0%,0.043,0.013,,0.379859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_560,65MB,1740222,93537,5.38%,251620,1488602,85.54%,1.1KB/s,3.99KB/s,0.01~20.26GB,0.01~20.26GB,0.218GB,0.093GB,0.0~20.26GB,0.304GB,0.624148,0.550734,-0.874614,81.0/8.8/5.3/5.0/0.0/0.0%,69.0/25.8/5.1/0.1/0.0/0.0%,0.906,0,,0.182172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_561,100MB,2690338,183751,6.83%,503850,2186488,81.27%,4.74KB/s,6.14KB/s,0.01~20.34GB,0.01~20.34GB,0.325GB,0.08GB,0.0~20.31GB,0.715GB,0.353741,0.504558,-0.260291,50.9/27.2/14.5/5.4/2.0/0.0%,75.1/16.2/8.6/0.1/0.0/0.0%,0.967,0.949,,0.227604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_562,49MB,1333641,137910,10.34%,8130,1325511,99.39%,0.21KB/s,6.96KB/s,0.0~34.0GB,0.0~34.0GB,0.543GB,0.032GB,0.0~34.0GB,5.998GB,None,None,-0.28265,61.8/14.8/6.4/4.7/12.3/0.0%,71.4/20.4/5.6/1.3/1.3/0.0%,0,0,,0.323919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_563,88MB,2328701,95717,4.11%,0,2328701,100.00%,0.0KB/s,7.87KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~24.17GB,0.468GB,None,None,-0.880887,0.0/0.0/0.0/0.0/0.0/0.0%,69.7/18.3/10.9/1.0/0.0/0.0%,0,0,,0.2604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_564,18MB,493319,44379,9.00%,0,493319,100.00%,0.0KB/s,1.11KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~20.52GB,0.203GB,None,None,-0.738816,0.0/0.0/0.0/0.0/0.0/0.0%,88.5/7.5/3.8/0.1/0.1/0.0%,0,0,,0.539649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_565,19MB,534570,52906,9.90%,8764,525806,98.36%,0.09KB/s,1.26KB/s,0.01~22.29GB,0.01~22.29GB,0.145GB,0.026GB,0.0~22.29GB,0.222GB,0.364318,None,-0.827279,55.0/25.4/11.8/4.9/3.0/0.0%,85.1/11.0/3.5/0.2/0.1/0.0%,0.356,0.279,,0.476312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_566,90MB,2395102,161091,6.73%,173386,2221716,92.76%,1.46KB/s,5.86KB/s,0.04~38.03GB,0.04~38.03GB,0.061GB,0.019GB,0.0~20.0GB,0.622GB,0.607006,-0.00151,-0.717021,41.1/29.3/18.7/10.9/0.0/0.0%,78.4/13.1/8.4/0.0/0.0/0.0%,0.977,0,,0.221829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_567,81MB,2143532,279134,13.02%,358,2143174,99.98%,0.01KB/s,13.39KB/s,0.0~80.13GB,0.0~80.13GB,0.017GB,0.001GB,0.0~80.13GB,3.205GB,None,None,0.284212,61.5/10.9/9.5/10.3/7.8/0.0%,60.6/13.1/24.2/1.8/0.3/0.0%,0,0,,0.253287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_568,91MB,2412071,169948,7.05%,174656,2237415,92.76%,1.44KB/s,5.86KB/s,0.04~38.03GB,0.04~38.03GB,0.06GB,0.018GB,0.0~20.0GB,0.655GB,0.62077,-0.001558,-0.71703,41.8/28.7/19.4/10.1/0.0/0.0%,79.1/12.4/8.4/0.0/0.0/0.0%,0.978,0,,0.219632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_569,101MB,2721072,182853,6.72%,518500,2202572,80.95%,4.99KB/s,6.14KB/s,0.01~20.34GB,0.01~20.34GB,0.321GB,0.08GB,0.0~20.2GB,0.699GB,0.373931,0.442334,-0.41582,50.3/27.4/14.7/5.5/2.1/0.0%,75.4/16.0/8.5/0.1/0.0/0.0%,0.967,0.952,,0.227927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_570,222MB,5871168,902395,15.37%,372714,5498454,93.65%,32.82KB/s,38.21KB/s,0.0~99.15GB,0.0~99.15GB,32.765GB,0.34GB,0.0~99.99GB,61.218GB,0.227743,0.929636,-0.647654,27.5/10.3/7.4/9.5/45.3/0.0%,76.5/10.8/7.5/3.5/1.6/0.0%,0.586,0.608,,0.55759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_571,5MB,139243,32211,23.13%,1,139242,100.00%,0.0KB/s,0.46KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~18.03GB,0.161GB,None,None,-0.00023,100.0/0.0/0.0/0.0/0.0/0.0%,77.2/15.7/5.9/0.7/0.4/0.0%,0,0,,0.232206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_572,18MB,506150,45958,9.08%,201,505949,99.96%,0.0KB/s,1.2KB/s,4.0~22.0GB,4.0~22.0GB,0.002GB,0.001GB,0.0~22.15GB,0.218GB,None,None,-0.62983,68.2/18.4/9.5/4.0/0.0/0.0%,85.5/11.0/3.2/0.2/0.1/0.0%,0,0,,0.451256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_573,18MB,509555,48941,9.60%,3188,506367,99.37%,0.08KB/s,1.2KB/s,0.0~18.25GB,0.0~18.25GB,0.207GB,0.013GB,0.0~18.25GB,0.22GB,None,None,-0.843507,57.4/15.5/9.1/6.4/11.7/0.0%,87.1/9.0/3.4/0.3/0.1/0.0%,0.004,0.002,,0.532792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_574,56MB,1492750,162540,10.89%,11163,1481587,99.25%,0.12KB/s,7.09KB/s,0.04~20.62GB,0.04~20.62GB,0.198GB,0.031GB,0.0~20.64GB,1.749GB,0.038778,None,-0.461946,63.3/19.0/9.9/4.7/3.1/0.0%,71.0/18.3/9.1/0.6/1.0/0.0%,0.362,0.209,,0.238887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_575,18MB,498144,46098,9.25%,2,498142,100.00%,0.0KB/s,1.23KB/s,2.14~6.0GB,2.14~6.0GB,0.0GB,0.0GB,0.0~36.0GB,0.224GB,None,None,-0.843474,100.0/0.0/0.0/0.0/0.0/0.0%,84.5/10.3/4.7/0.3/0.1/0.0%,0,0,,0.470922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_576,22MB,613758,59088,9.63%,73257,540501,88.06%,1.23KB/s,1.28KB/s,0.0~18.26GB,0.0~18.26GB,0.381GB,0.047GB,0.0~18.26GB,0.266GB,None,0.911407,-0.805622,43.3/23.6/17.7/10.4/5.0/0.0%,87.1/9.7/2.7/0.3/0.1/0.0%,0.844,0.801,,0.488425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_577,162MB,4229111,491245,11.62%,52,4229059,100.00%,0.0KB/s,14.0KB/s,0.19~308.38GB,0.19~308.38GB,0.001GB,0.0GB,0.0~310.0GB,4.03GB,None,None,-0.961564,48.1/25.0/21.2/5.8/0.0/0.0%,67.5/21.2/11.1/0.2/0.0/0.0%,0,0,,0.423261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_578,376MB,9876164,995766,10.08%,3980,9872184,99.96%,0.02KB/s,21.36KB/s,0.01~48.14GB,0.01~48.14GB,0.048GB,0.018GB,0.0~48.0GB,4.283GB,None,None,-0.67229,83.9/10.9/2.7/1.3/1.2/0.0%,89.2/7.8/2.4/0.7/0.0/0.0%,0,0,,0.46346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_579,85MB,2247710,198308,8.82%,30,2247680,100.00%,0.0KB/s,6.23KB/s,0.04~20.31GB,0.04~20.31GB,0.001GB,0.0GB,0.0~28.13GB,1.206GB,None,None,0.360077,30.0/20.0/30.0/20.0/0.0/0.0%,64.6/28.7/6.5/0.1/0.0/0.0%,0,0,,0.209751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_580,299MB,7935652,659296,8.31%,568055,7367597,92.84%,4.03KB/s,30.78KB/s,0.0~40.0GB,0.0~40.0GB,2.53GB,0.638GB,0.0~39.99GB,10.542GB,0.383391,0.811065,-0.453267,52.3/35.4/7.2/3.6/1.5/0.0%,70.9/17.0/10.2/1.5/0.4/0.0%,0.785,0.634,,0.334604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_581,16MB,454584,43674,9.61%,0,454584,100.00%,0.0KB/s,1.11KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~20.36GB,0.2GB,None,None,-0.840151,0.0/0.0/0.0/0.0/0.0/0.0%,85.4/11.0/3.2/0.2/0.2/0.0%,0,0,,0.481035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_582,19MB,531541,49306,9.28%,1,531540,100.00%,0.0KB/s,1.21KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~20.34GB,0.223GB,None,None,-0.85537,100.0/0.0/0.0/0.0/0.0/0.0%,87.5/9.5/2.7/0.2/0.1/0.0%,0,0,,0.540762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_583,85MB,2264261,107857,4.76%,1,2264260,100.00%,0.0KB/s,6.8KB/s,4.14~4.14GB,4.14~4.14GB,0.0GB,0.0GB,0.0~24.21GB,0.493GB,None,None,-0.788798,100.0/0.0/0.0/0.0/0.0/0.0%,78.4/12.4/7.3/1.8/0.1/0.0%,0,0,,0.295062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_584,20MB,542179,63812,11.77%,20294,521885,96.26%,0.21KB/s,1.37KB/s,0.0~68.03GB,0.0~68.03GB,0.322GB,0.064GB,0.0~56.51GB,0.477GB,0.688084,0.672526,-0.454712,64.9/19.4/8.2/4.3/3.2/0.0%,81.2/14.6/3.8/0.2/0.2/0.0%,0.31,0.311,,0.390522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_585,88MB,2330272,101831,4.37%,0,2330272,100.00%,0.0KB/s,7.22KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~30.16GB,0.458GB,None,None,-0.903105,0.0/0.0/0.0/0.0/0.0/0.0%,75.9/16.9/5.0/2.1/0.1/0.0%,0,0,,0.30714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_586,100MB,2687932,184483,6.86%,486357,2201575,81.91%,4.89KB/s,6.13KB/s,0.01~20.34GB,0.01~20.34GB,0.321GB,0.08GB,0.0~20.27GB,0.714GB,0.351167,0.345734,-0.414434,48.3/28.3/15.5/5.6/2.3/0.0%,75.6/15.9/8.5/0.1/0.0/0.0%,0.966,0.954,,0.229053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_587,53MB,1425561,134016,9.40%,221910,1203651,84.43%,2.48KB/s,3.47KB/s,0.0~18.25GB,0.0~18.25GB,1.647GB,0.098GB,0.0~18.28GB,1.874GB,0.725021,0.494508,-0.568654,58.8/23.8/10.6/3.2/3.7/0.0%,70.3/22.4/6.7/0.5/0.1/0.0%,0.907,0.598,,0.251353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_588,91MB,2424183,162121,6.69%,176314,2247869,92.73%,1.47KB/s,5.9KB/s,0.04~38.03GB,0.04~38.03GB,0.061GB,0.019GB,0.0~20.0GB,0.626GB,0.592546,-0.021679,-0.572762,41.0/29.2/19.3/10.5/0.0/0.0%,78.8/12.6/8.5/0.0/0.0/0.0%,0.977,0,,0.221115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_589,37MB,980377,51420,5.24%,3,980374,100.00%,0.0KB/s,2.9KB/s,0.0~0.01GB,0.01~0.01GB,0.0GB,0.0GB,0.0~136.13GB,0.514GB,None,None,-0.579983,33.3/0.0/0.0/66.7/0.0/0.0%,67.2/28.8/3.8/0.0/0.1/0.0%,0,0,,0.083812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_590,279MB,7495525,297403,3.97%,276,7495249,100.00%,0.0KB/s,14.91KB/s,2.03~16.27GB,2.03~16.27GB,0.007GB,0.001GB,0.0~32.16GB,1.376GB,None,None,-0.731236,39.5/29.3/22.5/7.2/1.4/0.0%,89.6/8.0/2.3/0.1/0.0/0.0%,0,0,,0.428514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_591,91MB,2417257,202887,8.39%,168729,2248528,93.02%,1.45KB/s,5.89KB/s,0.04~38.03GB,0.04~38.03GB,0.061GB,0.018GB,0.0~20.0GB,0.791GB,0.607786,0.020764,-0.588254,40.9/28.4/19.7/11.0/0.0/0.0%,78.8/12.7/8.5/0.0/0.0/0.0%,0.977,0,,0.217935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_592,18MB,481914,45164,9.37%,0,481914,100.00%,0.0KB/s,1.12KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~18.53GB,0.206GB,None,None,-0.678541,0.0/0.0/0.0/0.0/0.0/0.0%,86.2/9.8/3.6/0.2/0.1/0.0%,0,0,,0.518341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_593,90MB,2397160,169397,7.07%,170664,2226496,92.88%,1.43KB/s,5.86KB/s,0.04~38.03GB,0.04~38.03GB,0.06GB,0.019GB,0.0~20.0GB,0.653GB,0.600759,-0.011527,-0.628391,41.2/29.4/18.8/10.6/0.0/0.0%,78.5/13.1/8.4/0.0/0.0/0.0%,0.977,0,,0.218683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_594,75MB,2004411,118508,5.91%,8823,1995588,99.56%,0.09KB/s,6.68KB/s,0.0~40.0GB,0.0~40.0GB,0.22GB,0.034GB,0.0~38.48GB,0.443GB,0.138212,0.982159,0.178853,50.0/16.7/19.0/14.4/0.0/0.0%,70.7/17.4/9.5/2.3/0.0/0.0%,0.031,0,,0.180959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_595,100MB,2695957,182875,6.78%,503114,2192843,81.34%,5.02KB/s,6.15KB/s,0.01~20.34GB,0.01~20.34GB,0.321GB,0.079GB,0.0~20.2GB,0.705GB,0.358436,0.397841,-0.389981,48.2/28.4/15.4/5.9/2.1/0.0%,75.2/16.2/8.5/0.1/0.0/0.0%,0.967,0.953,,0.228752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_596,23MB,619970,65049,10.49%,35880,584090,94.21%,0.54KB/s,1.47KB/s,0.0~18.24GB,0.0~18.24GB,0.666GB,0.053GB,0.0~18.24GB,0.49GB,0.585003,0.396896,-0.798783,56.4/22.1/10.9/5.2/5.5/0.0%,85.5/10.7/3.2/0.4/0.2/0.0%,0.673,0.376,,0.468515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_597,6MB,184755,23286,12.60%,55,184700,99.97%,0.0KB/s,0.41KB/s,0.0~18.2GB,0.0~18.2GB,0.001GB,0.0GB,0.0~20.25GB,0.159GB,0.106384,None,-0.880441,67.3/20.0/3.6/9.1/0.0/0.0%,86.3/11.2/2.3/0.2/0.1/0.0%,0,0,,0.427626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_598,55MB,1459987,64377,4.41%,0,1459987,100.00%,0.0KB/s,3.53KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~32.76GB,0.272GB,None,None,-0.693819,0.0/0.0/0.0/0.0/0.0/0.0%,74.6/19.8/5.4/0.1/0.0/0.0%,0,0,,0.181151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_599,84MB,2249992,132432,5.89%,3379,2246613,99.85%,0.03KB/s,10.51KB/s,0.0~24.0GB,0.0~24.0GB,0.084GB,0.016GB,0.0~24.2GB,0.922GB,None,None,-0.034233,60.1/22.3/10.4/4.5/2.8/0.0%,69.1/18.0/11.4/0.7/0.7/0.0%,0,0,,0.272106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_600,28MB,771381,57070,7.40%,8383,762998,98.91%,0.07KB/s,1.81KB/s,0.01~30.19GB,0.01~30.19GB,0.161GB,0.035GB,0.0~30.26GB,0.256GB,0.307504,0.940162,-0.851137,63.4/22.0/8.1/4.1/2.4/0.0%,82.2/13.9/3.6/0.2/0.1/0.0%,0.123,0.097,,0.336981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_601,92MB,2457616,167386,6.81%,173709,2283907,92.93%,1.47KB/s,5.94KB/s,0.04~38.03GB,0.04~38.03GB,0.061GB,0.019GB,0.0~20.0GB,0.642GB,0.568583,-0.013848,-0.406382,41.1/29.0/19.2/10.7/0.0/0.0%,79.2/12.5/8.2/0.0/0.0/0.0%,0.978,0,,0.221605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
