标识,文件大小,总数,独一无二数,分散度,读数,写数,写占比,平均读带宽,平均写带宽,读空间范围,小读空间范围,读空间大小,小读空间大小,写空间范围,写空间大小,Pea_RB_WB(h),Pea_RB_R(暂时出错),Pea_WB_W(暂时出错),Pea_RB_R,Pea_WB_W,R_4/16/64/256/1024/max%,W_4/16/64/256/1024/max%,R_RAR_s,R_RAR_b,,随机率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13649,47MB,1639149,334866,20.43%,43958,1595191,97.32%,3.42KB/s,40.85KB/s,0.0~94.5GB,,0.063GB,,0.0~94.59GB,2.838GB,,None,0.843219,0.903596,0.770069,,,,,,0.396178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13653,25MB,907337,108585,11.97%,699,906638,99.92%,0.07KB/s,11.61KB/s,0.0~0.77GB,,0.006GB,,0.0~5.9GB,0.427GB,,None,None,-0.188481,-0.263066,,,,,,0.636013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13656,130MB,4547235,375008,8.25%,627931,3919304,86.19%,65.2KB/s,80.97KB/s,0.12~51.92GB,,0.024GB,,0.0~51.99GB,4.414GB,,None,-0.009207,0.398958,-0.075986,,,,,,0.6135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13657,29MB,1038301,130429,12.56%,124673,913628,87.99%,3.92KB/s,14.18KB/s,0.1~11.23GB,,0.541GB,,0.0~11.25GB,1.033GB,,0.083193,None,-0.22525,0.161591,,,,,,0.454906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13662,148MB,4978191,318081,6.39%,10,4978181,100.00%,0.0KB/s,70.57KB/s,69.88~210.13GB,,0.0GB,,0.0~292.0GB,1.214GB,,None,None,None,0.879713,,,,,,0.091731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13671,64MB,2276387,227134,9.98%,9656,2266731,99.58%,0.15KB/s,23.85KB/s,0.0~21.98GB,,0.075GB,,0.0~21.98GB,1.213GB,,None,0.205604,-0.013771,-0.25549,,,,,,0.560822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13675,24MB,881442,123199,13.98%,564,880878,99.94%,0.01KB/s,10.46KB/s,0.0~25.98GB,,0.004GB,,0.0~26.0GB,0.502GB,,None,None,0.041339,-0.607366,,,,,,0.271583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13684,106MB,3750247,469909,12.53%,887921,2862326,76.32%,31.14KB/s,40.28KB/s,0.0~46.51GB,,1.853GB,,0.0~46.52GB,3.059GB,,0.516955,0.417576,0.141602,-0.705424,,,,,,0.549985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13690,36MB,1290181,166684,12.92%,68009,1222172,94.73%,0.96KB/s,23.42KB/s,0.0~26.0GB,,0.073GB,,0.0~26.0GB,0.779GB,,None,0.147029,0.018636,-0.108755,,,,,,0.290299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13694,30MB,1081665,150926,13.95%,3456,1078209,99.68%,0.15KB/s,20.33KB/s,0.0~26.0GB,,0.075GB,,0.0~26.0GB,0.955GB,,None,0.860678,-0.005469,-0.688364,,,,,,0.500911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13698,89MB,3121318,406473,13.02%,183230,2938088,94.13%,18.02KB/s,39.11KB/s,0.0~38.41GB,,0.081GB,,0.0~38.42GB,2.734GB,,None,None,0.611932,-0.04257,,,,,,0.583881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13699,118MB,4203365,383072,9.11%,487784,3715581,88.40%,25.02KB/s,86.82KB/s,0.0~26.0GB,,0.997GB,,0.0~26.0GB,2.592GB,,0.21609,0.661136,-0.268548,0.563039,,,,,,0.514748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13702,89MB,3144942,404379,12.86%,205981,2938961,93.45%,16.06KB/s,35.39KB/s,0.0~51.94GB,,1.571GB,,0.0~51.92GB,2.136GB,,0.412032,None,-0.117492,0.207471,,,,,,0.531139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13706,34MB,1233351,144492,11.72%,92,1233259,99.99%,0.0KB/s,16.8KB/s,0.05~8.65GB,,0.0GB,,0.0~26.0GB,0.663GB,,None,None,None,-0.678519,,,,,,0.362977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13709,41MB,1404737,95303,6.78%,382,1404355,99.97%,0.02KB/s,17.57KB/s,0.01~120.03GB,,0.013GB,,0.0~160.22GB,0.505GB,,None,0.179548,None,-0.60397,,,,,,0.200478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13710,42MB,1520279,132158,8.69%,403,1519876,99.97%,0.01KB/s,18.92KB/s,0.0~6.96GB,,0.003GB,,0.0~26.0GB,0.54GB,,None,None,0.299637,-0.955735,,,,,,0.310932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13711,5MB,211001,87104,41.28%,14549,196452,93.10%,0.63KB/s,4.59KB/s,0.0~41.17GB,,0.193GB,,0.0~41.18GB,1.507GB,,None,0.500549,-0.045712,-0.47293,,,,,,0.232511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13720,58MB,2034277,91790,4.51%,74096,1960181,96.36%,1.76KB/s,348.33KB/s,0.0~26.0GB,,0.114GB,,0.0~26.0GB,0.497GB,,None,0.889786,0.373746,0.828653,,,,,,0.488278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13723,45MB,1603519,148312,9.25%,12771,1590748,99.20%,0.18KB/s,28.06KB/s,0.0~25.99GB,,0.046GB,,0.0~26.0GB,0.627GB,,None,None,0.119782,0.677264,,,,,,0.369519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13731,132MB,4700157,254746,5.42%,2504963,2195194,46.70%,117.42KB/s,35.6KB/s,0.0~52.0GB,,2.727GB,,0.0~8.45GB,2.824GB,,0.101561,0.627097,0.790716,0.107084,,,,,,0.433263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13739,105MB,3725376,391570,10.51%,194386,3530990,94.78%,6.69KB/s,41.29KB/s,0.0~6.24GB,,1.1GB,,0.0~6.28GB,1.624GB,,None,None,-0.544331,0.054345,,,,,,0.530837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13746,68MB,2415308,277685,11.50%,163007,2252301,93.25%,11.59KB/s,25.45KB/s,0.0~10.33GB,,1.664GB,,0.0~10.59GB,1.256GB,,None,None,-0.27683,0.320177,,,,,,0.549255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13750,37MB,1331905,166152,12.47%,2117,1329788,99.84%,0.11KB/s,15.02KB/s,0.0~38.82GB,,0.019GB,,0.0~38.84GB,1.019GB,,None,None,-0.037199,-0.814368,,,,,,0.562363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13755,35MB,1293500,93300,7.21%,1563,1291937,99.88%,0.14KB/s,11.13KB/s,0.0~28.92GB,,0.082GB,,0.0~28.93GB,0.418GB,,None,0.95577,-0.010762,-0.078613,,,,,,0.278887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13764,33MB,1197628,156559,13.07%,6516,1191112,99.46%,0.53KB/s,68.29KB/s,0.1~13.97GB,,0.009GB,,0.0~13.97GB,3.87GB,,None,0.053353,0.713422,0.062413,,,,,,0.486583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13767,83MB,2914978,319503,10.96%,126144,2788834,95.67%,12.13KB/s,31.57KB/s,0.0~48.62GB,,0.045GB,,0.0~48.69GB,1.813GB,,None,None,0.640699,0.378279,,,,,,0.537464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13774,76MB,2751394,259418,9.43%,1372,2750022,99.95%,0.14KB/s,32.32KB/s,0.0~2.34GB,,0.024GB,,0.0~2.84GB,1.475GB,,None,None,-0.387093,0.521335,,,,,,0.523423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13782,28MB,1027295,133427,12.99%,10061,1017234,99.02%,0.55KB/s,12.52KB/s,0.0~26.0GB,,0.064GB,,0.0~26.0GB,0.515GB,,None,None,0.175243,-0.121143,,,,,,0.27494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13786,1.21GB,43461288,1963772,4.52%,11121823,32339465,74.41%,214.9KB/s,1786.25KB/s,0.0~52.0GB,,5.866GB,,0.0~10.84GB,6.277GB,,0.544759,0.048064,0.780283,0.748941,,,,,,0.626177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13789,231MB,8084727,1073714,13.28%,509856,7574871,93.69%,40.15KB/s,104.73KB/s,0.0~52.0GB,,0.881GB,,0.0~52.0GB,8.9GB,,None,0.365812,0.030094,-0.208941,,,,,,0.62315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13795,24MB,878938,125389,14.27%,195,878743,99.98%,0.0KB/s,10.78KB/s,0.0~25.93GB,,0.001GB,,0.0~26.0GB,0.495GB,,None,None,None,-0.313307,,,,,,0.249391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13803,85MB,3037530,413481,13.61%,446470,2591060,85.30%,3.66KB/s,43.54KB/s,0.0~52.0GB,,0.686GB,,0.0~51.98GB,1.375GB,,None,0.738581,-0.632259,0.862395,,,,,,0.46372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13811,1.14GB,40683482,2467715,6.07%,15409986,25273496,62.12%,352.1KB/s,967.94KB/s,0.0~26.0GB,,7.45GB,,0.0~26.0GB,8.651GB,,0.531987,-0.029904,0.734107,0.228742,,,,,,0.588408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13816,37MB,1333836,41884,3.14%,7121,1326715,99.47%,0.32KB/s,97.21KB/s,0.0~1.91GB,,0.16GB,,0.0~1.92GB,0.454GB,,None,0.832405,-0.025843,0.722673,,,,,,0.467164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13820,36MB,1325980,78865,5.95%,13487,1312493,98.98%,0.55KB/s,12.81KB/s,0.0~3.48GB,,0.104GB,,0.0~26.0GB,0.389GB,,None,0.968754,-0.044963,0.284812,,,,,,0.215494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13829,31MB,1115723,154614,13.86%,1293,1114430,99.88%,0.05KB/s,67.14KB/s,0.02~11.94GB,,0.006GB,,0.0~12.4GB,3.724GB,,None,0.129799,0.857071,0.134539,,,,,,0.486851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13837,44MB,1564834,174223,11.13%,4739,1560095,99.70%,0.14KB/s,22.66KB/s,0.0~26.0GB,,0.025GB,,0.0~26.0GB,0.771GB,,None,None,-0.468765,0.161506,,,,,,0.320424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13840,24MB,890419,91630,10.29%,302,890117,99.97%,0.03KB/s,8.8KB/s,0.18~7.06GB,,0.001GB,,0.0~51.5GB,0.333GB,,None,None,0.87987,-0.473044,,,,,,0.344804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13844,35MB,1256794,169154,13.46%,4812,1251982,99.62%,0.49KB/s,69.14KB/s,0.02~17.3GB,,0.002GB,,0.0~17.3GB,4.526GB,,None,0.046378,0.785449,0.047387,,,,,,0.496227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13851,29MB,1046740,158046,15.10%,4692,1042048,99.55%,0.06KB/s,13.4KB/s,0.0~26.0GB,,0.009GB,,0.0~26.0GB,0.711GB,,None,None,0.024809,-0.174569,,,,,,0.248355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13858,88MB,3148488,304463,9.67%,97865,3050623,96.89%,1.99KB/s,53.25KB/s,0.0~11.0GB,,0.233GB,,0.0~11.0GB,1.178GB,,None,0.320861,-0.080988,0.275138,,,,,,0.424994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13859,89MB,3130294,144528,4.62%,674754,2455540,78.44%,18.0KB/s,30.24KB/s,0.63~27.23GB,,0.023GB,,0.0~31.73GB,0.534GB,,0.567314,0.495748,-0.613961,-0.910533,,,,,,0.240624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13868,4MB,160300,18806,11.73%,4228,156072,97.36%,0.78KB/s,1.63KB/s,0.0~4.99GB,,0.1GB,,0.0~4.19GB,0.403GB,,None,None,-0.094575,-0.912128,,,,,,0.032539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13877,87MB,3075393,353282,11.49%,106054,2969339,96.55%,10.77KB/s,35.07KB/s,0.05~44.62GB,,0.027GB,,0.0~44.72GB,2.11GB,,None,None,0.600447,0.26668,,,,,,0.531115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13886,68MB,2400011,249156,10.38%,81549,2318462,96.60%,5.45KB/s,27.19KB/s,0.0~11.98GB,,0.825GB,,0.0~11.99GB,1.555GB,,0.088751,None,-0.138616,0.027874,,,,,,0.626038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13893,76MB,2692436,291697,10.83%,138457,2553979,94.86%,4.39KB/s,161.67KB/s,0.0~43.62GB,,0.735GB,,0.0~43.63GB,2.214GB,,None,0.940261,-0.020722,0.743536,,,,,,0.450145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13902,9MB,318615,75222,23.61%,1567,317048,99.51%,0.08KB/s,3.6KB/s,0.0~51.41GB,,0.01GB,,0.0~52.0GB,0.448GB,,None,None,0.60941,0.070489,,,,,,0.480637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13908,92MB,3199379,517067,16.16%,398749,2800630,87.54%,39.94KB/s,51.74KB/s,0.02~102.98GB,,0.04GB,,0.0~103.0GB,3.22GB,,None,-0.231781,0.375584,-0.512442,,,,,,0.541002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13912,185MB,6379582,933467,14.63%,533649,5845933,91.64%,53.65KB/s,88.26KB/s,0.03~102.75GB,,0.095GB,,0.0~102.9GB,5.392GB,,None,-0.253118,0.636244,0.029988,,,,,,0.50409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13921,76MB,2741518,316893,11.56%,5282,2736236,99.81%,0.39KB/s,37.69KB/s,0.0~52.0GB,,0.018GB,,0.0~4.33GB,2.498GB,,None,None,-0.175163,0.006366,,,,,,0.445683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13927,34MB,1165913,170154,14.59%,128,1165785,99.99%,0.0KB/s,14.57KB/s,14.0~192.0GB,,0.0GB,,0.0~192.03GB,0.768GB,,None,None,None,0.598278,,,,,,0.478908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13931,1.87GB,67631819,654246,0.97%,42141520,25490299,37.69%,2588.9KB/s,353.26KB/s,0.0~100.0GB,,100.0GB,,0.0~88.67GB,2.567GB,,-0.743845,0.303831,-0.739128,0.719092,,,,,,0.285118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13940,28MB,1006200,175922,17.48%,2926,1003274,99.71%,0.22KB/s,18.35KB/s,0.0~16.03GB,,0.03GB,,0.0~16.54GB,1.825GB,,None,0.402725,-0.361627,-0.62469,,,,,,0.291458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13945,69MB,2425564,294361,12.14%,77441,2348123,96.81%,2.8KB/s,26.39KB/s,0.0~25.98GB,,0.858GB,,0.0~26.0GB,1.466GB,,None,None,-0.312639,0.44985,,,,,,0.539215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13948,72MB,2517274,58607,2.33%,95611,2421663,96.20%,0.57KB/s,542.56KB/s,0.0~1.3GB,,0.119GB,,0.0~1.3GB,0.375GB,,None,0.957704,-0.052902,0.685243,,,,,,0.615841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13952,48MB,1770186,17196,0.97%,1022,1769164,99.94%,0.01KB/s,46.78KB/s,0.05~3.02GB,,0.001GB,,0.0~3.05GB,0.069GB,,None,0.123129,None,0.974272,,,,,,0.257833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13956,43MB,1523257,172435,11.32%,1495,1521762,99.90%,0.04KB/s,16.93KB/s,0.0~26.0GB,,0.01GB,,0.0~26.0GB,1.283GB,,None,None,0.010774,-0.934391,,,,,,0.665232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13958,78MB,2721606,314754,11.57%,101032,2620574,96.29%,9.93KB/s,30.75KB/s,0.0~48.88GB,,0.041GB,,0.0~48.96GB,1.853GB,,None,None,0.759388,0.120773,,,,,,0.545204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13959,28MB,1019287,56797,5.57%,4244,1015043,99.58%,0.44KB/s,7.52KB/s,0.0~1.45GB,,0.103GB,,0.0~1.45GB,0.322GB,,None,0.434596,-0.237824,-0.818219,,,,,,0.222231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13966,10MB,371962,100812,27.10%,2775,369187,99.25%,0.25KB/s,4.65KB/s,0.1~37.75GB,,0.01GB,,0.0~37.84GB,0.753GB,,None,None,0.741918,-0.867499,,,,,,0.478326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13975,41MB,1458687,153398,10.52%,2090,1456597,99.86%,0.1KB/s,18.17KB/s,0.0~4.82GB,,0.012GB,,0.0~5.46GB,1.063GB,,None,None,-0.386257,-0.436428,,,,,,0.532371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13980,61MB,2059197,820463,39.84%,5061,2054136,99.75%,0.15KB/s,99.53KB/s,24.03~144.0GB,,0.086GB,,0.0~145.32GB,40.316GB,,None,None,None,-0.874929,,,,,,0.47287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13981,36MB,1260951,60674,4.81%,35182,1225769,97.21%,1.56KB/s,204.75KB/s,0.01~12.64GB,,0.792GB,,0.01~12.66GB,0.577GB,,None,0.877812,0.038128,0.70386,,,,,,0.452416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13985,106MB,3725787,482965,12.96%,1189999,2535788,68.06%,47.63KB/s,53.22KB/s,0.0~13.93GB,,0.959GB,,0.0~13.95GB,3.376GB,,0.11659,-0.218245,0.372461,-0.078991,,,,,,0.367357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13987,21MB,756576,163203,21.57%,3035,753541,99.60%,0.18KB/s,12.25KB/s,0.0~10.94GB,,0.067GB,,0.0~11.0GB,0.752GB,,None,None,-0.563636,0.522936,,,,,,0.267078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13996,75MB,2684875,209217,7.79%,7636,2677239,99.72%,0.21KB/s,40.22KB/s,0.0~25.94GB,,0.055GB,,0.0~26.0GB,0.916GB,,None,None,0.699903,-0.553673,,,,,,0.121289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_13998,117MB,4151336,372963,8.98%,72590,4078746,98.25%,2.02KB/s,107.66KB/s,0.0~52.0GB,,0.486GB,,0.0~52.0GB,1.999GB,,None,0.447356,0.198182,0.812278,,,,,,0.528281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_14002,288MB,9511007,2756350,28.98%,289722,9221285,96.95%,19.27KB/s,1452.87KB/s,0.01~99.38GB,,7.499GB,,0.0~99.38GB,45.474GB,,None,0.564332,0.004533,0.805686,,,,,,0.448928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_14008,25MB,882678,167618,18.99%,52225,830453,94.08%,1.18KB/s,10.97KB/s,0.0~51.77GB,,0.192GB,,0.0~49.47GB,0.775GB,,None,None,0.643406,-0.877432,,,,,,0.296349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_14009,33MB,1171574,212355,18.13%,1070,1170504,99.91%,0.05KB/s,19.57KB/s,0.0~26.0GB,,0.003GB,,0.0~26.0GB,0.99GB,,None,None,0.127165,0.700306,,,,,,0.460038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_14012,42MB,1506905,124058,8.23%,504,1506401,99.97%,0.01KB/s,19.15KB/s,0.79~6.74GB,,0.004GB,,0.0~26.0GB,0.487GB,,None,None,None,-0.955732,,,,,,0.310461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_14018,44MB,1579336,94857,6.01%,235057,1344279,85.12%,11.78KB/s,13.28KB/s,0.09~25.98GB,,0.152GB,,0.0~26.0GB,0.46GB,,0.339565,0.328394,-0.005728,-0.584466,,,,,,0.321163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_14026,74MB,2625687,287916,10.97%,99496,2526191,96.21%,9.91KB/s,28.85KB/s,0.0~47.0GB,,0.045GB,,0.0~47.12GB,1.683GB,,None,None,0.520745,0.137597,,,,,,0.554915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_14030,42MB,1532163,58490,3.82%,26142,1506021,98.29%,0.9KB/s,136.43KB/s,0.0~52.0GB,,0.4GB,,0.0~1.55GB,0.714GB,,None,0.915065,0.065605,0.509079,,,,,,0.420273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_14038,27MB,974121,126219,12.96%,583,973538,99.94%,0.02KB/s,13.88KB/s,0.0~26.0GB,,0.008GB,,0.0~26.0GB,0.603GB,,None,None,None,-0.716837,,,,,,0.313429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_14041,62MB,2182876,255114,11.69%,49946,2132930,97.71%,4.6KB/s,24.03KB/s,0.0~47.25GB,,0.034GB,,0.0~47.27GB,1.48GB,,None,None,0.741259,-0.03254,,,,,,0.530018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_14046,111MB,3994325,355273,8.89%,10240,3984085,99.74%,0.48KB/s,46.63KB/s,0.0~11.0GB,,0.174GB,,0.0~11.0GB,2.035GB,,None,0.020642,-0.070221,0.087925,,,,,,0.566241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_14050,63MB,2306641,214669,9.31%,734,2305907,99.97%,0.07KB/s,26.62KB/s,0.0~4.26GB,,0.012GB,,0.0~4.56GB,1.299GB,,None,None,-0.018864,0.379302,,,,,,0.60781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_14051,29MB,1047457,141580,13.52%,977,1046480,99.91%,0.04KB/s,28.73KB/s,0.0~11.0GB,,0.008GB,,0.0~11.0GB,0.836GB,,None,0.155389,0.17324,0.164564,,,,,,0.382668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_14060,31MB,1072082,503629,46.98%,329686,742396,69.25%,29.66KB/s,63.52KB/s,0.13~98.03GB,,17.041GB,,0.0~98.0GB,31.402GB,,None,None,0.894404,-0.278825,,,,,,0.338874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_14067,233MB,8017656,1202011,14.99%,148604,7869052,98.15%,15.02KB/s,104.07KB/s,0.12~97.25GB,,0.025GB,,0.0~97.3GB,6.867GB,,None,-0.084706,0.739312,-0.245794,,,,,,0.444276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_14072,129MB,4546951,589656,12.97%,283829,4263122,93.76%,15.74KB/s,63.38KB/s,0.0~46.25GB,,0.407GB,,0.0~46.35GB,6.911GB,,None,None,-0.640631,-0.801338,,,,,,0.608397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_14081,31MB,1118892,247656,22.13%,27,1118865,100.00%,0.0KB/s,9.62KB/s,3.0~42.0GB,,0.0GB,,0.0~42.01GB,1.064GB,,None,None,None,-0.819392,,,,,,0.062931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_14082,100MB,3534552,372989,10.55%,94914,3439638,97.31%,9.42KB/s,43.8KB/s,0.0~41.5GB,,0.022GB,,0.0~41.55GB,1.959GB,,None,None,0.738069,0.266879,,,,,,0.629506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_14083,46MB,1638152,157956,9.64%,4604,1633548,99.72%,0.03KB/s,25.29KB/s,0.0~26.0GB,,0.012GB,,0.0~26.0GB,0.627GB,,None,None,-0.006751,0.537367,,,,,,0.290452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
